epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,2665.56,0.70964,0.27462,0.15177,0.41149,1.14193,1,0.98104,0.99449,0.90424,0.99799,0.99115,0.995,0.98992,0.44441,0.23976,0.0639,0.25014,0.86484,0.0008417,0.0008417,0.0008417
119,2690.2,0.69527,0.30362,0.14934,0.40914,1.10276,1,0.98103,0.99483,0.87726,0.99878,0.99115,0.995,0.99094,0.52581,0.24255,0.0658,0.27981,0.89891,0.0008318,0.0008318,0.0008318
120,2715.62,0.6912,0.27878,0.15382,0.40144,1.1165,1,0.98126,0.99482,0.87596,0.99915,1,0.995,0.99096,0.54283,0.21699,0.06687,0.28142,0.89063,0.0008219,0.0008219,0.0008219
121,2740.06,0.68145,0.26039,0.1434,0.3973,1.11635,0.9986,0.99115,0.995,0.91576,0.9986,0.99115,0.995,0.98684,0.41696,0.25673,0.07937,0.27616,0.88977,0.000812,0.000812,0.000812
122,2765.23,0.71245,0.24197,0.15229,0.40271,1.12878,1,0.98028,0.99482,0.90856,0.99885,1,0.995,0.98482,0.45919,0.22681,0.07012,0.27887,0.90632,0.0008021,0.0008021,0.0008021
123,2793.24,0.6892,0.27776,0.15372,0.41111,1.11612,0.98244,0.99031,0.99474,0.86763,0.99912,1,0.995,0.98528,0.53362,0.21235,0.07249,0.30459,0.90314,0.0007922,0.0007922,0.0007922
124,2818.62,0.67798,0.2631,0.15243,0.40623,1.11068,0.99831,0.97345,0.99456,0.8734,0.99915,1,0.995,0.98517,0.50285,0.22691,0.07621,0.2627,0.88079,0.0007823,0.0007823,0.0007823
125,2844.99,0.70089,0.29007,0.15062,0.40856,1.12597,0.99856,0.97345,0.99448,0.88555,0.99934,1,0.995,0.99087,0.52113,0.21561,0.0822,0.29284,0.89728,0.0007724,0.0007724,0.0007724
126,2868.92,0.69571,0.27218,0.14817,0.41574,1.11664,0.98955,0.9823,0.99465,0.90029,1,0.99856,0.995,0.98769,0.42738,0.22818,0.05622,0.26073,0.86677,0.0007625,0.0007625,0.0007625
127,2898.01,0.68036,0.2439,0.1464,0.41076,1.11261,0.98922,0.99115,0.99482,0.9116,0.99805,1,0.995,0.99087,0.40342,0.19746,0.04322,0.25226,0.86191,0.0007526,0.0007526,0.0007526
128,2922.92,0.66551,0.2794,0.15387,0.40362,1.09577,0.98996,0.99115,0.99482,0.93241,0.9988,1,0.995,0.9858,0.37629,0.21605,0.04073,0.25121,0.86485,0.0007427,0.0007427,0.0007427
129,2947.41,0.67876,0.24319,0.14576,0.3917,1.10507,0.99002,0.99115,0.99482,0.92932,0.99886,1,0.995,0.99067,0.37517,0.19469,0.04209,0.25309,0.85907,0.0007328,0.0007328,0.0007328
130,2972.18,0.65745,0.26132,0.15775,0.38217,1.09476,0.99928,1,0.995,0.91532,0.99928,1,0.995,0.99078,0.47417,0.20344,0.04713,0.29486,0.89374,0.0007229,0.0007229,0.0007229
131,2996.66,0.63913,0.22961,0.14671,0.37508,1.07687,0.9977,0.99115,0.995,0.93246,0.99951,1,0.995,0.98895,0.3896,0.17966,0.0517,0.2535,0.86751,0.000713,0.000713,0.000713
132,3020.88,0.65563,0.2871,0.14041,0.3804,1.08723,0.99802,0.99115,0.995,0.93189,0.99946,1,0.995,0.98995,0.38999,0.17534,0.07303,0.25457,0.85899,0.0007031,0.0007031,0.0007031
133,3046.1,0.64445,0.21772,0.14236,0.37305,1.08284,0.99859,0.99115,0.995,0.94001,1,0.99745,0.995,0.991,0.38337,0.17923,0.05047,0.25242,0.86652,0.0006932,0.0006932,0.0006932
134,3071,0.6263,0.23683,0.1475,0.36316,1.07389,0.99985,1,0.995,0.94606,0.99985,1,0.995,0.98978,0.35434,0.17351,0.04524,0.24294,0.85508,0.0006833,0.0006833,0.0006833
135,3096.43,0.62466,0.24434,0.14232,0.36972,1.07362,0.99787,0.99115,0.995,0.93076,0.99969,1,0.995,0.98979,0.36038,0.16488,0.04789,0.23225,0.83872,0.0006734,0.0006734,0.0006734
136,3121.37,0.63696,0.25973,0.14743,0.39007,1.07109,1,0.999,0.995,0.92908,1,0.999,0.995,0.994,0.35398,0.15481,0.04176,0.24381,0.83882,0.0006635,0.0006635,0.0006635
137,3145.5,0.66937,0.22904,0.12871,0.39081,1.09946,0.99966,1,0.995,0.90395,0.99966,1,0.995,0.98781,0.4419,0.17069,0.04679,0.24367,0.85614,0.0006536,0.0006536,0.0006536
138,3169.67,0.62329,0.23065,0.14091,0.37743,1.07646,0.9996,1,0.995,0.92785,0.9996,1,0.995,0.993,0.36623,0.16394,0.06483,0.22574,0.84858,0.0006437,0.0006437,0.0006437
139,3194.01,0.6376,0.1691,0.12657,0.36887,1.09228,0.99096,0.99115,0.99491,0.92413,0.99891,1,0.995,0.99294,0.37874,0.17312,0.049,0.22328,0.85241,0.0006338,0.0006338,0.0006338
140,3219.41,0.62817,0.22655,0.13269,0.37077,1.08561,0.99019,0.99115,0.99491,0.91853,0.99903,1,0.995,0.99377,0.38248,0.16689,0.04683,0.23685,0.85153,0.0006239,0.0006239,0.0006239
141,3244.09,0.65433,0.25391,0.13653,0.38662,1.09364,0.99518,0.99115,0.995,0.9391,0.99917,1,0.995,0.97983,0.36883,0.22407,0.05673,0.24687,0.85042,0.000614,0.000614,0.000614
142,3269.46,0.62873,0.22796,0.13645,0.37282,1.07993,0.99041,0.99115,0.99491,0.90773,0.99926,1,0.995,0.99178,0.45031,0.16415,0.06079,0.26209,0.87087,0.0006041,0.0006041,0.0006041
143,3293.87,0.666,0.23507,0.13738,0.38204,1.10092,0.99043,0.99115,0.99491,0.89134,0.99928,1,0.995,0.99097,0.46976,0.1544,0.05861,0.2742,0.87928,0.0005942,0.0005942,0.0005942
144,3318.04,0.63166,0.24043,0.14231,0.38556,1.07687,0.99886,1,0.995,0.92936,0.99886,1,0.995,0.991,0.38189,0.16422,0.06011,0.25988,0.86727,0.0005843,0.0005843,0.0005843
145,3342.33,0.61436,0.19597,0.13912,0.37501,1.081,1,0.99879,0.995,0.9383,1,0.99879,0.995,0.991,0.34235,0.16368,0.05005,0.24027,0.83268,0.0005744,0.0005744,0.0005744
146,3366.99,0.60198,0.20065,0.12847,0.35258,1.07078,1,0.99785,0.995,0.92984,1,0.99785,0.995,0.989,0.37949,0.15781,0.04812,0.2469,0.83471,0.0005645,0.0005645,0.0005645
147,3391.28,0.61499,0.19769,0.12504,0.35485,1.08243,0.99872,0.99115,0.995,0.9479,0.99872,0.99115,0.995,0.992,0.35284,0.15732,0.05423,0.24435,0.82518,0.0005546,0.0005546,0.0005546
148,3415.73,0.62411,0.19802,0.12875,0.36529,1.09719,0.98916,0.99115,0.99491,0.95614,0.98916,0.99115,0.99491,0.99292,0.35478,0.1561,0.05439,0.24795,0.83016,0.0005447,0.0005447,0.0005447
149,3440.78,0.62738,0.21106,0.12877,0.35288,1.08638,1,0.98993,0.995,0.95515,0.9988,1,0.995,0.993,0.36752,0.14679,0.04435,0.24653,0.83184,0.0005348,0.0005348,0.0005348
150,3465.17,0.61461,0.21376,0.13576,0.35473,1.05948,1,0.98968,0.995,0.93984,0.99879,1,0.995,0.992,0.37989,0.14723,0.05588,0.23626,0.8362,0.0005249,0.0005249,0.0005249
151,3490.02,0.62286,0.17976,0.12783,0.35509,1.07609,0.99926,1,0.995,0.94515,0.99926,1,0.995,0.98993,0.40045,0.15803,0.05864,0.24999,0.86072,0.000515,0.000515,0.000515
152,3515.08,0.61943,0.18647,0.12589,0.35508,1.06656,0.99864,1,0.995,0.91598,0.99864,1,0.995,0.99092,0.40295,0.14017,0.04056,0.24715,0.84079,0.0005051,0.0005051,0.0005051
153,3540,0.60662,0.1846,0.12635,0.36132,1.06593,0.9988,1,0.995,0.92742,0.9988,1,0.995,0.99193,0.37087,0.13475,0.04263,0.22765,0.82893,0.0004952,0.0004952,0.0004952
154,3565.33,0.58121,0.18085,0.12197,0.33978,1.05187,0.99901,1,0.995,0.92867,0.99901,1,0.995,0.98971,0.33536,0.14694,0.05037,0.22946,0.82703,0.0004853,0.0004853,0.0004853
155,3591.51,0.58972,0.21164,0.12579,0.34995,1.05206,0.99825,1,0.995,0.93201,0.99825,1,0.995,0.99195,0.38237,0.14748,0.05473,0.22672,0.84029,0.0004754,0.0004754,0.0004754
156,3616.02,0.59484,0.20842,0.11874,0.35045,1.06548,0.9988,1,0.995,0.91702,0.9988,1,0.995,0.99191,0.43318,0.14434,0.04395,0.24843,0.85712,0.0004655,0.0004655,0.0004655
157,3641.56,0.60239,0.18793,0.12542,0.34532,1.07208,0.99906,1,0.995,0.93443,0.99906,1,0.995,0.99189,0.37637,0.14499,0.042,0.23778,0.84189,0.0004556,0.0004556,0.0004556
158,3666.56,0.58889,0.19297,0.11804,0.33708,1.06216,0.99024,0.99115,0.99491,0.91446,0.9991,1,0.995,0.99091,0.41829,0.14236,0.04019,0.24457,0.84358,0.0004457,0.0004457,0.0004457
159,3691.71,0.59994,0.20717,0.12156,0.33892,1.07122,0.9899,0.99115,0.99491,0.91742,0.99874,1,0.995,0.9899,0.41745,0.15814,0.03853,0.24807,0.84911,0.0004358,0.0004358,0.0004358
160,3717.92,0.57164,0.196,0.12003,0.33222,1.04777,1,0.98899,0.995,0.92294,0.99835,1,0.995,0.99298,0.38376,0.14085,0.03975,0.23774,0.83965,0.0004259,0.0004259,0.0004259
161,3742.98,0.6221,0.18328,0.12528,0.35484,1.08871,1,0.98816,0.995,0.94144,0.99791,1,0.995,0.99297,0.33246,0.13791,0.03802,0.22432,0.82725,0.000416,0.000416,0.000416
162,3767.64,0.58885,0.19267,0.11172,0.333,1.05056,0.99108,0.9834,0.99491,0.92526,0.9981,1,0.995,0.99297,0.3758,0.13812,0.04286,0.22752,0.82716,0.0004061,0.0004061,0.0004061
163,3793.74,0.5842,0.20462,0.12521,0.34031,1.05004,0.98973,0.99115,0.99491,0.95511,0.99857,1,0.995,0.99292,0.32832,0.13559,0.04085,0.21005,0.81775,0.0003962,0.0003962,0.0003962
164,3818.71,0.56614,0.20342,0.12211,0.33255,1.04601,0.98988,0.99115,0.99482,0.94619,0.99872,1,0.995,0.99182,0.34069,0.15226,0.03828,0.21821,0.82253,0.0003863,0.0003863,0.0003863
165,3843.6,0.58566,0.20666,0.124,0.34387,1.05493,0.99113,0.98861,0.99491,0.94672,0.99842,1,0.995,0.99177,0.34083,0.14281,0.03472,0.22009,0.8196,0.0003764,0.0003764,0.0003764
166,3869.08,0.57006,0.21474,0.11309,0.33364,1.04725,0.9909,0.99115,0.995,0.93484,0.99901,1,0.995,0.991,0.35347,0.14608,0.03313,0.22051,0.82374,0.0003665,0.0003665,0.0003665
167,3895.28,0.54157,0.19495,0.11595,0.32728,1.02372,0.99903,1,0.995,0.95395,0.99903,1,0.995,0.99194,0.33218,0.13909,0.03121,0.21346,0.81922,0.0003566,0.0003566,0.0003566
168,3920.05,0.5616,0.18602,0.1161,0.34452,1.06093,0.99904,1,0.995,0.95177,0.99904,1,0.995,0.99296,0.32491,0.13978,0.03372,0.21826,0.81859,0.0003467,0.0003467,0.0003467
169,3946.88,0.57902,0.15713,0.1184,0.33773,1.06455,0.9992,1,0.995,0.95114,0.9992,1,0.995,0.992,0.33513,0.12599,0.0357,0.21368,0.82146,0.0003368,0.0003368,0.0003368
170,3972.09,0.54906,0.16262,0.10159,0.32321,1.03329,0.99921,1,0.995,0.95875,0.99921,1,0.995,0.992,0.32798,0.12009,0.0324,0.20948,0.81923,0.0003269,0.0003269,0.0003269
171,3996.32,0.52443,0.16594,0.11155,0.30842,1.02793,0.99936,1,0.995,0.96176,0.99936,1,0.995,0.992,0.31695,0.12453,0.03273,0.21673,0.81532,0.000317,0.000317,0.000317
172,4022.14,0.55577,0.19059,0.11334,0.33391,1.03751,0.99943,1,0.995,0.96153,0.99943,1,0.995,0.993,0.31768,0.12841,0.03821,0.21377,0.81653,0.0003071,0.0003071,0.0003071
173,4048.04,0.55686,0.17116,0.11358,0.32921,1.04068,0.99945,1,0.995,0.95735,0.99945,1,0.995,0.994,0.31488,0.13443,0.04209,0.20823,0.81196,0.0002972,0.0002972,0.0002972
174,4073.86,0.54524,0.18244,0.11321,0.31796,1.04332,0.99948,1,0.995,0.96241,0.99948,1,0.995,0.994,0.33455,0.13047,0.03297,0.21718,0.81784,0.0002873,0.0002873,0.0002873
175,4099.54,0.53257,0.17989,0.1067,0.31275,1.03115,0.9995,1,0.995,0.95018,0.9995,1,0.995,0.992,0.35931,0.12962,0.03624,0.21418,0.82398,0.0002774,0.0002774,0.0002774
176,4126.7,0.53519,0.14645,0.10638,0.32064,1.03323,0.99947,1,0.995,0.95174,0.99947,1,0.995,0.991,0.33407,0.14056,0.0366,0.2244,0.82752,0.0002675,0.0002675,0.0002675
177,4152.09,0.55206,0.15933,0.1133,0.32356,1.03433,0.99934,1,0.995,0.96065,0.99934,1,0.995,0.992,0.32691,0.12968,0.03907,0.21355,0.81731,0.0002576,0.0002576,0.0002576
178,4177.17,0.54682,0.14915,0.1093,0.32307,1.03191,0.99952,1,0.995,0.95245,0.99952,1,0.995,0.99175,0.33015,0.13943,0.03482,0.21676,0.81699,0.0002477,0.0002477,0.0002477
179,4202.03,0.56369,0.15764,0.10657,0.32741,1.04322,0.99951,1,0.995,0.95783,0.99951,1,0.995,0.993,0.31838,0.14522,0.02969,0.21693,0.81457,0.0002378,0.0002378,0.0002378
180,4229.44,0.53168,0.16531,0.10745,0.3133,1.02124,0.99947,1,0.995,0.95373,0.99947,1,0.995,0.993,0.32144,0.1488,0.03084,0.22104,0.81642,0.0002279,0.0002279,0.0002279
181,4255.68,0.52142,0.14788,0.10304,0.30998,1.02895,0.99588,0.99115,0.995,0.94882,0.99931,1,0.995,0.991,0.31801,0.14619,0.03174,0.21787,0.81593,0.000218,0.000218,0.000218
182,4281.83,0.51715,0.15406,0.10728,0.30718,1.03135,0.99488,0.99115,0.995,0.94454,0.99925,1,0.995,0.99198,0.31827,0.13768,0.0321,0.21793,0.81566,0.0002081,0.0002081,0.0002081
183,4308.54,0.52922,0.13495,0.11235,0.31492,1.04385,0.99558,0.99115,0.995,0.95332,0.99927,1,0.995,0.991,0.30556,0.12599,0.03296,0.20716,0.80839,0.0001982,0.0001982,0.0001982
184,4335.94,0.54551,0.1499,0.10065,0.31842,1.03947,0.9993,1,0.995,0.95876,0.9993,1,0.995,0.99298,0.31579,0.12749,0.03416,0.21271,0.81427,0.0001883,0.0001883,0.0001883
185,4362.06,0.52246,0.14229,0.1066,0.31196,1.02078,0.99928,1,0.995,0.95815,0.99928,1,0.995,0.993,0.29994,0.12167,0.03371,0.19412,0.80914,0.0001784,0.0001784,0.0001784
186,4387.8,0.51151,0.1492,0.10233,0.30917,1.02386,0.99923,1,0.995,0.96114,0.99923,1,0.995,0.993,0.28863,0.11803,0.03546,0.19171,0.80422,0.0001685,0.0001685,0.0001685
187,4414.77,0.51505,0.15272,0.10136,0.30657,1.02031,0.99915,1,0.995,0.96486,0.99915,1,0.995,0.993,0.29446,0.11727,0.03729,0.19003,0.80508,0.0001586,0.0001586,0.0001586
188,4441.15,0.52618,0.15227,0.11052,0.30674,1.03611,0.99924,1,0.995,0.96215,0.99924,1,0.995,0.99498,0.29751,0.11554,0.03701,0.19544,0.80569,0.0001487,0.0001487,0.0001487
189,4468.04,0.49116,0.12842,0.09215,0.30516,1.01899,0.99937,1,0.995,0.96184,0.99937,1,0.995,0.994,0.30406,0.11611,0.03484,0.20054,0.80442,0.0001388,0.0001388,0.0001388
190,4494.01,0.51371,0.14772,0.1086,0.29956,1.019,0.99963,0.99115,0.995,0.95051,0.99933,1,0.995,0.993,0.32502,0.11591,0.0364,0.20333,0.80772,0.0001289,0.0001289,0.0001289
191,4525.98,0.44509,0.11514,0.09387,0.24668,1.00032,0.99905,0.99115,0.995,0.95658,0.99919,1,0.995,0.994,0.30822,0.11345,0.04602,0.20822,0.80456,0.000119,0.000119,0.000119
192,4552.8,0.40666,0.08564,0.06364,0.23006,0.96627,0.99925,1,0.995,0.96026,0.99925,1,0.995,0.993,0.29742,0.1173,0.04684,0.21033,0.8024,0.0001091,0.0001091,0.0001091
193,4578.61,0.40818,0.10287,0.06767,0.23166,0.96346,0.99927,1,0.995,0.95938,0.99927,1,0.995,0.99397,0.28836,0.1129,0.0441,0.19721,0.80068,9.92e-05,9.92e-05,9.92e-05
194,4606.84,0.41065,0.08389,0.07007,0.22192,0.95375,0.9993,1,0.995,0.96368,0.9993,1,0.995,0.99397,0.28521,0.11401,0.03844,0.19848,0.79864,8.93e-05,8.93e-05,8.93e-05
195,4633.58,0.39661,0.08469,0.06685,0.21913,0.95113,0.99926,1,0.995,0.96579,0.99926,1,0.995,0.99298,0.28743,0.11181,0.03568,0.19183,0.79569,7.94e-05,7.94e-05,7.94e-05
196,4662.27,0.40278,0.08425,0.06017,0.21627,0.97898,0.99925,1,0.995,0.96311,0.99925,1,0.995,0.99298,0.30015,0.10559,0.03452,0.18912,0.79826,6.95e-05,6.95e-05,6.95e-05
197,4689.06,0.38877,0.08624,0.06384,0.21158,0.94469,0.99926,1,0.995,0.96794,0.99926,1,0.995,0.993,0.28822,0.10179,0.0335,0.19039,0.79544,5.96e-05,5.96e-05,5.96e-05
198,4715.81,0.39713,0.0789,0.08194,0.21132,0.95347,0.99924,1,0.995,0.97254,0.99924,1,0.995,0.993,0.26991,0.10229,0.03213,0.18686,0.79368,4.97e-05,4.97e-05,4.97e-05
199,4746.12,0.35549,0.0858,0.04738,0.20232,0.93073,0.99924,1,0.995,0.97116,0.99924,1,0.995,0.993,0.27139,0.10281,0.03178,0.1938,0.7946,3.98e-05,3.98e-05,3.98e-05
200,4772.75,0.38363,0.07722,0.04727,0.20689,0.9578,0.99925,1,0.995,0.9699,0.99925,1,0.995,0.99299,0.27484,0.10173,0.03089,0.19195,0.79541,2.99e-05,2.99e-05,2.99e-05
